,Unnamed: 0.1,Unnamed: 0,Number,Name,Start,End,Url,Reactor,Endt,duration
409,409,409,2.0,Blayais,2013-08-23,2014-02-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-24,Blayais_2,,162.0
410,410,410,3.0,Dampierre-en-Burly,2013-08-16,2014-01-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-troisieme-visite-decennale-du-reacteur-n-32,Dampierre-en-Burly_3,,139.0
411,411,411,3.0,Chinon,2013-10-04,2013-12-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-337,Chinon_3,,74.0
412,412,412,1.0,Saint-Laurent-des-Eaux,2013-06-28,2013-11-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-167,Saint-Laurent-des-Eaux_1,,128.0
413,413,413,3.0,Cattenom,2013-09-26,2014-08-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-336,Cattenom_3,,309.0
414,414,414,2.0,Civaux,2013-11-12,2014-01-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-simple-rechargement-du-reacteur-n-2,Civaux_2,,55.0
415,415,415,1.0,Chinon,2013-05-31,2013-11-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-troisieme-visite-decennale-du-reacteur-n-b1,Chinon_1,,160.0
416,416,416,2.0,Cruas-Meysse,2013-09-13,2013-12-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-237,Cruas-Meysse_2,,80.0
417,417,417,3.0,Paluel,2013-09-20,2013-11-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-partielle-du-reacteur-n-32,Paluel_3,,56.0
418,418,418,4.0,Tricastin,2013-10-11,2013-11-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-tricastin-4,Tricastin_4,,42.0
419,419,419,4.0,Tricastin,2013-10-11,2013-11-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible2,Tricastin_4,,42.0
420,420,420,6.0,Gravelines,2013-10-18,2013-11-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-64,Gravelines_6,,33.0
421,421,421,2.0,Saint-Alban,2013-08-16,2013-11-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-268,Saint-Alban_2,,99.0
422,422,422,3.0,Bugey,2013-06-07,2013-11-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-38,Bugey_3,,157.0
423,423,423,2.0,Fessenheim,2013-07-26,2013-11-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-243,Fessenheim_2,,105.0
424,424,424,1.0,Cattenom,2013-06-06,2013-10-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-113,Cattenom_1,,134.0
425,425,425,2.0,Gravelines,2013-04-05,2013-09-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-troisieme-visite-decennale-du-reacteur-n-22,Gravelines_2,,175.0
426,426,426,1.0,Tricastin,2013-07-26,2013-10-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-tricastin-1,Tricastin_1,,90.0
427,427,427,1.0,Tricastin,2013-07-26,2013-10-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-175,Tricastin_1,,90.0
428,428,428,1.0,Dampierre-en-Burly,2013-07-04,2013-07-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-133,Dampierre-en-Burly_1,,18.0
429,429,429,1.0,Paluel,2013-06-28,2013-10-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-n-12,Paluel_1,,105.0
430,430,430,3.0,Gravelines,2013-08-02,2013-10-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-326,Gravelines_3,,60.0
431,431,431,2.0,Chooz,2013-08-15,2013-10-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-222,Chooz_2,,55.0
432,432,432,2.0,Saint-Laurent-des-Eaux,2013-02-22,2013-09-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-troisieme-visite-decennale-du-reacteur-n-23,Saint-Laurent-des-Eaux_2,,192.0
433,433,433,3.0,Tricastin,2013-06-14,2013-07-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-358,Tricastin_3,,39.0
434,434,434,3.0,Blayais,2013-07-18,2013-09-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-3-de-la-centrale-nucleaire-de-Blayais-Gironde,Blayais_3,,48.0
435,435,435,3.0,Cruas-Meysse,2013-08-02,2013-09-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-320,Cruas-Meysse_3,,39.0
436,436,436,1.0,Golfech,2013-07-26,2013-09-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-142,Golfech_1,,40.0
437,437,437,1.0,Cruas-Meysse,2013-05-27,2013-07-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-126,Cruas-Meysse_1,,65.0
438,438,438,1.0,Civaux,2013-03-29,2013-08-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-simple-rechargement-du-reacteur-n-1,Civaux_1,,133.0
439,439,439,4.0,Chinon,2013-04-12,2013-05-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-b43,Chinon_4,,41.0
440,440,440,4.0,Dampierre-en-Burly,2013-05-25,2013-06-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-rechargement-en-combustible-du-reacteur-n-4,Dampierre-en-Burly_4,,32.0
441,441,441,1.0,Fessenheim,2013-04-12,2013-07-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-136,Fessenheim_1,,103.0
442,442,442,4.0,Paluel,2013-04-05,2013-07-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-partielle-du-reacteur-n-4,Paluel_4,,103.0
443,443,443,2.0,Bugey,2013-03-15,2013-07-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-29,Bugey_2,,134.0
444,444,444,4.0,Blayais,2013-03-21,2013-07-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-44,Blayais_4,,123.0
445,445,445,3.0,Tricastin,2013-06-14,2013-07-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-338,Tricastin_3,,39.0
446,446,446,1.0,Belleville-sur-Loire,2013-04-26,2013-06-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-rechargement-en-combustible-du-reacteur-n-1,Belleville-sur-Loire_1,,56.0
447,447,447,4.0,Cattenom,2013-02-08,2013-07-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-decennale-du-reacteur-n-4,Cattenom_4,,144.0
448,448,448,1.0,Penly,2013-05-17,2013-07-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-partielle-du-reacteur-n-13,Penly_1,,45.0
449,449,449,5.0,Gravelines,2013-05-03,2013-06-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-58,Gravelines_5,,51.0
450,450,450,4.0,Gravelines,2013-02-05,2013-05-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-4-de-la-centrale-nucleaire-de-Gravelines-Nord,Gravelines_4,,89.0
451,451,451,2.0,Chinon,2012-11-30,2013-05-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-217,Chinon_2,,152.0
452,452,452,2.0,Flamanville,2013-02-15,2013-05-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-n-2,Flamanville_2,,87.0
453,453,453,2.0,Dampierre-en-Burly,2013-03-29,2013-05-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-rechargement-en-combustible-du-reacteur-n-2,Dampierre-en-Burly_2,,36.0
454,454,454,2.0,Tricastin,2013-03-16,2013-05-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2108,Tricastin_2,,75.0
455,455,455,2.0,Tricastin,2013-03-16,2013-05-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-282,Tricastin_2,,75.0
456,456,456,1.0,Blayais,2013-04-19,2013-06-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-16,Blayais_1,,45.0
457,457,457,4.0,Cruas-Meysse,2013-04-12,2013-05-25,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-417,Cruas-Meysse_4,,43.0
458,458,458,1.0,Gravelines,2013-02-01,2013-04-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-1-de-la-centrale-nucleaire-de-Gravelines-Nord2,Gravelines_1,,74.0
459,459,459,2.0,Fessenheim,,,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/fessenheim-3e-reexamen-de-surete-decennal-du-reacteur-2,Fessenheim_2,,
460,460,460,2.0,Chooz,2013-02-01,2013-04-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-n-1,Chooz_2,,74.0
461,461,461,5.0,Bugey,2013-02-08,2013-04-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-52,Bugey_5,,61.0
462,462,462,6.0,Gravelines,2012-10-12,2013-01-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-6-de-la-centrale-nucleaire-de-Gravelines-Nord,Gravelines_6,,87.0
463,463,463,2.0,Nogent-sur-Seine,2012-11-29,2013-02-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-257,Nogent-sur-Seine_2,,71.0
464,464,464,2.0,Cattenom,2012-09-28,2013-01-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-213,Cattenom_2,,121.0
465,465,465,3.0,Gravelines,2012-04-27,2012-10-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-troisieme-visite-decennale-du-reacteur-n-3,Gravelines_3,,186.0
466,466,466,5.0,Gravelines,2012-05-18,2012-09-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-57,Gravelines_5,,115.0
467,467,467,2.0,Paluel,2012-08-03,2012-11-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-partielle-du-reacteur-n-22,Paluel_2,,107.0
468,468,468,4.0,Tricastin,2012-09-21,2012-11-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-449,Tricastin_4,,66.0
469,469,469,4.0,Tricastin,2012-09-21,2012-11-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-432,Tricastin_4,,66.0
470,470,470,3.0,Chinon,2012-09-07,2012-10-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-B32,Chinon_3,,43.0
471,471,471,3.0,Cruas-Meysse,2012-08-03,2012-11-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-319,Cruas-Meysse_3,,113.0
472,472,472,1.0,Flamanville,2012-07-20,2012-11-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-partielle-du-reacteur-n-1,Flamanville_1,,111.0
473,473,473,2.0,Golfech,2012-09-28,2012-11-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-248,Golfech_2,,49.0
474,474,474,1.0,Nogent-sur-Seine,2012-06-21,2012-11-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-148,Nogent-sur-Seine_1,,135.0
475,475,475,2.0,Cruas-Meysse,2012-09-28,2012-11-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-236,Cruas-Meysse_2,,46.0
476,476,476,3.0,Dampierre-en-Burly,2012-09-14,2012-11-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-rechargement-en-combustible-du-reacteur-n-3,Dampierre-en-Burly_3,,49.0
477,477,477,3.0,Blayais,2012-09-05,2012-11-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-33,Blayais_3,,57.0
478,478,478,2.0,Civaux,2012-02-17,2012-09-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-decennale-du-reacteur-n-2-de-la-centrale-nucleaire-de-Civaux-Vienne,Civaux_2,,226.0
479,479,479,3.0,Cattenom,2012-07-20,2012-10-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-311,Cattenom_3,,82.0
480,480,480,4.0,Bugey,2012-08-31,2012-10-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-de-reacteur-n-4-pour-maintenance-et-rechargement,Bugey_4,,39.0
481,481,481,1.0,Saint-Alban,2012-08-10,2012-10-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-157,Saint-Alban_1,,57.0
482,482,482,2.0,Blayais,2012-07-31,2012-09-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-26,Blayais_2,,48.0
483,483,483,1.0,Tricastin,2012-08-10,2012-09-28,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-165,Tricastin_1,,49.0
484,484,484,1.0,Fessenheim,2012-08-24,2012-09-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-integration-de-modifications-materielles-du-reacteur-n-1,Fessenheim_1,,18.0
485,485,485,4.0,Dampierre-en-Burly,2012-05-04,2012-09-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-420,Dampierre-en-Burly_4,,130.0
486,486,486,2.0,Chooz,2012-02-14,2012-08-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-221,Chooz_2,,195.0
487,487,487,3.0,Paluel,2012-05-18,2012-09-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-330,Paluel_3,,115.0
488,488,488,3.0,Tricastin,2012-04-27,2012-09-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-troisieme-visite-decennale-du-reacteur-n-33,Tricastin_3,,134.0
489,489,489,1.0,Dampierre-en-Burly,2012-07-12,2012-08-28,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-132,Dampierre-en-Burly_1,,47.0
490,490,490,1.0,Cruas-Meysse,2012-05-25,2012-08-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-125,Cruas-Meysse_1,,84.0
491,491,491,4.0,Cruas-Meysse,2012-03-23,2012-08-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-416,Cruas-Meysse_4,,160.0
492,492,492,1.0,Chinon,2012-07-13,2012-08-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-b13,Chinon_1,,38.0
493,493,493,4.0,Blayais,2012-06-19,2012-08-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-43,Blayais_4,,47.0
494,494,494,2.0,Penly,2012-05-04,2012-07-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-partielle-du-reacteur-n-23,Penly_2,,88.0
495,495,495,1.0,Golfech,2012-03-23,2012-07-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-decennale-du-reacteur-n-15,Golfech_1,,120.0
496,496,496,4.0,Chinon,2012-05-04,2012-07-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-b42,Chinon_4,,75.0
497,497,497,1.0,Blayais,2012-03-01,2012-07-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-1,Blayais_1,,140.0
498,498,498,1.0,Saint-Laurent-des-Eaux,2012-06-15,2012-07-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-b1,Saint-Laurent-des-Eaux_1,,35.0
499,499,499,4.0,Dampierre-en-Burly,,,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/remplacement-d-une-tuyauterie-du-circuit-de-refroidissement-a-l-arret,Dampierre-en-Burly_4,,
500,500,500,2.0,Bugey,,,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/poursuite-d-exploitation-du-reacteur-n-2-de-la-centrale-du-bugey,Bugey_2,,
501,501,501,2.0,Saint-Alban,2012-04-27,2012-07-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-267,Saint-Alban_2,,78.0
502,502,502,2.0,Saint-Laurent-des-Eaux,2012-04-20,2012-06-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-b24,Saint-Laurent-des-Eaux_2,,42.0
503,503,503,2.0,Belleville-sur-Loire,2012-05-04,2012-06-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-22,Belleville-sur-Loire_2,,49.0
504,504,504,1.0,Cattenom,2012-02-17,2012-06-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-199,Cattenom_1,,120.0
505,505,505,2.0,Chooz,,,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/prolongation-de-l-arret-pour-visite-decennale-du-reacteur-n-2,Chooz_2,,
506,506,506,3.0,Bugey,2012-04-06,2012-06-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-n-3,Bugey_3,,79.0
507,507,507,2.0,Dampierre-en-Burly,2012-01-27,2012-05-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-troisieme-visite-decennale-du-reacteur-n-25,Dampierre-en-Burly_2,,111.0
508,508,508,1.0,Paluel,2012-04-06,2012-06-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-150,Paluel_1,,58.0
509,509,509,2.0,Gravelines,2012-03-16,2012-05-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-252,Gravelines_2,,67.0
