,Unnamed: 0.1,Unnamed: 0,Number,Name,Start,End,Url,Reactor,Endt,duration
100,100,100,2.0,Bugey,2020-01-17,2021-02-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-quatrieme-visite-decennale-du-reacteur-2,Bugey_2,,394.0
101,101,101,1.0,Belleville-sur-Loire,2020-06-06,2021-03-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-14,Belleville-sur-Loire_1,,287.0
102,102,102,3.0,Gravelines,2020-09-11,2021-02-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-319,Gravelines_3,,160.0
103,103,103,2.0,Paluel,2019-10-24,2021-01-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-simple-rechargement-en-combustible-du-reacteur-2,Paluel_2,,465.0
104,104,104,4.0,Blayais,2020-10-30,2020-12-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-44,Blayais_4,,54.0
105,105,105,4.0,Chinon,2020-05-29,2021-01-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-43,Chinon_4,,222.0
106,106,106,1.0,Golfech,2020-08-09,2020-12-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-17,Golfech_1,,127.0
107,107,107,2.0,Flamanville,2019-01-09,2020-12-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-et-rechargement-en-combustible-du-reacteur-2,Flamanville_2,,702.0
108,108,108,1.0,Blayais,2020-08-21,2020-11-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-16,Blayais_1,,97.0
109,109,109,4.0,Cruas-Meysse,2020-08-14,2020-11-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-417,Cruas-Meysse_4,,101.0
110,110,110,1.0,Tricastin,2020-10-09,2020-11-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-partiel-du-combustible-du-reacteur-1,Tricastin_1,,35.0
111,111,111,6.0,Gravelines,2020-06-12,2020-11-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-62,Gravelines_6,,163.0
112,112,112,1.0,Gravelines,2020-08-21,2020-11-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-135,Gravelines_1,,79.0
113,113,113,1.0,Chinon,2020-08-14,2020-11-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-rechargement-en-combustible-du-reacteur-13,Chinon_1,,88.0
114,114,114,4.0,Cattenom,2020-04-09,2020-10-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-416,Cattenom_4,,198.0
115,115,115,3.0,Dampierre-en-Burly,2020-09-11,2020-10-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-318,Dampierre-en-Burly_3,,32.0
116,116,116,3.0,Paluel,2020-06-19,2020-10-29,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-et-rechargement-en-combustible-du-reacteur-32,Paluel_3,,132.0
117,117,117,3.0,Blayais,2020-06-12,2020-10-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-32,Blayais_3,,123.0
118,118,118,1.0,Penly,2020-05-15,2020-10-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-et-rechargement-en-combustible-du-reacteur-1,Penly_1,,155.0
119,119,119,2.0,Cattenom,2020-04-02,2020-09-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-235,Cattenom_2,,161.0
120,120,120,4.0,Tricastin,2020-07-03,2020-09-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-partiel-du-combustible-du-reacteur-46,Tricastin_4,,86.0
121,121,121,2.0,Dampierre-en-Burly,2020-06-05,2020-09-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-234,Dampierre-en-Burly_2,,110.0
122,122,122,1.0,Civaux,2020-03-13,2020-09-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-15,Civaux_1,,191.0
123,123,123,1.0,Saint-Laurent-des-Eaux,2020-07-02,2020-09-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-rechargement-en-combustible-du-reacteur-12,Saint-Laurent-des-Eaux_1,,73.0
124,124,124,4.0,Gravelines,2020-05-29,2020-08-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-415,Gravelines_4,,73.0
125,125,125,3.0,Cruas-Meysse,2020-02-22,2020-07-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-317,Cruas-Meysse_3,,147.0
126,126,126,1.0,Saint-Alban,2020-04-24,2020-08-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-134,Saint-Alban_1,,119.0
127,127,127,1.0,Chooz,2020-02-20,2020-08-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-13,Chooz_1,,180.0
128,128,128,2.0,Nogent-sur-Seine,2020-02-08,2020-08-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-27,Nogent-sur-Seine_2,,179.0
129,129,129,2.0,Cruas-Meysse,2020-05-22,2020-07-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-233,Cruas-Meysse_2,,46.0
130,130,130,2.0,Blayais,2020-05-08,2020-07-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-26,Blayais_2,,56.0
131,131,131,2.0,Tricastin,2020-03-06,2020-04-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-partiel-du-combustible-du-reacteur-25,Tricastin_2,,49.0
132,132,132,3.0,Tricastin,2020-02-28,2020-07-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-partiel-du-combustible-du-reacteur-34,Tricastin_3,,127.0
133,133,133,4.0,Dampierre-en-Burly,2020-02-07,2020-07-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-414,Dampierre-en-Burly_4,,153.0
134,134,134,2.0,Gravelines,2020-03-15,2020-05-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-232,Gravelines_2,,73.0
135,135,135,5.0,Gravelines,2019-08-02,2020-04-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-53,Gravelines_5,,244.0
136,136,136,5.0,Bugey,2020-02-25,2020-05-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-partiel-du-combustible-du-reacteur-52,Bugey_5,,66.0
137,137,137,4.0,Bugey,2019-07-26,2019-09-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-partiel-du-combustible-du-reacteur-45,Bugey_4,,40.0
138,138,138,3.0,Chinon,2019-08-23,2020-04-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur,Chinon_3,,245.0
139,139,139,2.0,Chinon,2019-09-13,2020-01-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-231,Chinon_2,,140.0
140,140,140,3.0,Gravelines,2019-10-03,2019-12-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-316,Gravelines_3,,66.0
141,141,141,1.0,Cruas-Meysse,2019-09-06,2020-01-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-133,Cruas-Meysse_1,,135.0
142,142,142,2.0,Saint-Laurent-des-Eaux,2019-09-20,2020-01-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-230,Saint-Laurent-des-Eaux_2,,118.0
143,143,143,4.0,Blayais,2019-08-30,2020-01-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-43,Blayais_4,,131.0
144,144,144,2.0,Penly,2019-07-26,2020-01-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-et-rechargement-en-combustible-du-reacteur-2,Penly_2,,167.0
145,145,145,1.0,Paluel,2019-06-28,2020-01-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-1,Paluel_1,,192.0
146,146,146,1.0,Tricastin,2019-05-31,2019-12-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-quatrieme-visite-decennale-du-reacteur-1,Tricastin_1,,205.0
147,147,147,3.0,Dampierre-en-Burly,2019-09-13,2019-12-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-et-rechargement-en-combustible-du-reacteur-3,Dampierre-en-Burly_3,,89.0
148,148,148,2.0,Cruas-Meysse,2019-11-10,2019-12-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/l-asn-autorise-le-redemarrage-des-reacteurs-2-3-et-4,Cruas-Meysse_2,,30.0
149,149,149,1.0,Gravelines,2019-07-12,2019-11-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-132,Gravelines_1,,124.0
150,150,150,2.0,Saint-Alban,2019-09-05,2019-11-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-partiel-du-combustible-du-reacteur-24,Saint-Alban_2,,77.0
151,151,151,2.0,Golfech,2019-10-04,2019-11-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-25,Golfech_2,,57.0
152,152,152,4.0,Paluel,2019-01-04,2019-11-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-42,Paluel_4,,313.0
153,153,153,2.0,Civaux,2019-07-18,2019-09-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-24,Civaux_2,,55.0
154,154,154,1.0,Nogent-sur-Seine,2019-04-19,2019-09-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-12,Nogent-sur-Seine_1,,155.0
155,155,155,1.0,Cattenom,2019-05-10,2019-09-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-131,Cattenom_1,,128.0
156,156,156,1.0,Dampierre-en-Burly,2019-06-21,2019-10-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-130,Dampierre-en-Burly_1,,108.0
157,157,157,4.0,Cruas-Meysse,2019-06-28,2019-07-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-partiel-du-combustible-du-reacteur-44,Cruas-Meysse_4,,33.0
158,158,158,1.0,Chinon,2019-05-31,2019-08-29,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-129,Chinon_1,,90.0
159,159,159,1.0,Blayais,2019-07-05,2019-08-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-14,Blayais_1,,47.0
160,160,160,2.0,Chooz,2019-03-14,2019-08-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-26,Chooz_2,,144.0
161,161,161,4.0,Gravelines,2019-04-12,2019-07-25,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-reacteur-4,Gravelines_4,,104.0
162,162,162,2.0,Gravelines,2019-02-15,2019-05-25,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-reacteur-2,Gravelines_2,,99.0
163,163,163,6.0,Gravelines,2019-05-31,2019-07-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-6,Gravelines_6,,48.0
164,164,164,2.0,Fessenheim,2019-05-24,2019-07-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-229,Fessenheim_2,,68.0
165,165,165,1.0,Saint-Laurent-des-Eaux,2019-05-03,2019-07-29,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-128,Saint-Laurent-des-Eaux_1,,87.0
166,166,166,4.0,Tricastin,2019-04-05,2019-06-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-partiel-du-combustible-du-reacteur-43,Tricastin_4,,58.0
167,167,167,1.0,Golfech,2019-02-13,2019-03-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-13,Golfech_1,,37.0
168,168,168,2.0,Cruas-Meysse,2019-03-21,2019-06-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-partiel-du-combustible-du-reacteur-23,Cruas-Meysse_2,,79.0
169,169,169,2.0,Blayais,2019-03-14,2019-05-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-23,Blayais_2,,74.0
170,170,170,3.0,Blayais,2019-05-28,2019-06-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-du-combustible-du-reacteur-3,Blayais_3,,27.0
171,171,171,3.0,Bugey,2019-03-22,2019-06-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-renouvellement-partiel-du-combustible-du-reacteur-33,Bugey_3,,97.0
172,172,172,4.0,Chinon,2019-04-19,2019-06-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-413,Chinon_4,,46.0
173,173,173,2.0,Tricastin,2019-01-25,2019-05-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-228,Tricastin_2,,125.0
