,Unnamed: 0,Number,Name,Start,End,Url,Reactor
408,408,2.0,Nogent-sur-Seine,21/02/2014,03/04/2014,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-278,Nogent-sur-Seine_2
409,409,2.0,Blayais,23/08/2013,01/02/2014,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-24,Blayais_2
410,410,3.0,Dampierre-en-Burly,16/08/2013,02/01/2014,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-troisieme-visite-decennale-du-reacteur-n-32,Dampierre-en-Burly_3
411,411,3.0,Chinon,04/10/2013,17/12/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-337,Chinon_3
412,412,1.0,Saint-Laurent-des-Eaux,28/06/2013,03/11/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-167,Saint-Laurent-des-Eaux_1
413,413,3.0,Cattenom,28/09/2013,08/01/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-336,Cattenom_3
414,414,2.0,Civaux,12/11/2013,06/01/2014,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-simple-rechargement-du-reacteur-n-2,Civaux_2
415,415,1.0,Chinon,31/05/2013,07/11/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-troisieme-visite-decennale-du-reacteur-n-b1,Chinon_1
416,416,2.0,Cruas-Meysse,13/09/2013,02/12/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-237,Cruas-Meysse_2
417,417,3.0,Paluel,20/09/2013,15/11/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-partielle-du-reacteur-n-32,Paluel_3
418,418,4.0,Tricastin,11/10/2013,22/11/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-tricastin-4,Tricastin_4
419,419,4.0,Tricastin,11/10/2013,22/11/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible2,Tricastin_4
420,420,6.0,Gravelines,18/10/2013,20/11/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-64,Gravelines_6
421,421,2.0,Saint-Alban,16/08/2013,23/11/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-268,Saint-Alban_2
422,422,3.0,Bugey,07/06/2013,11/11/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-38,Bugey_3
423,423,2.0,Fessenheim,26/07/2013,08/11/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-243,Fessenheim_2
424,424,1.0,Cattenom,06/06/2013,18/10/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-113,Cattenom_1
425,425,2.0,Gravelines,05/04/2013,27/09/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-troisieme-visite-decennale-du-reacteur-n-22,Gravelines_2
426,426,1.0,Tricastin,26/07/2013,24/10/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-tricastin-1,Tricastin_1
427,427,1.0,Tricastin,26/07/2013,24/10/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-175,Tricastin_1
428,428,1.0,Dampierre-en-Burly,04/07/2013,22/07/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-133,Dampierre-en-Burly_1
429,429,1.0,Paluel,28/06/2013,11/10/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-n-12,Paluel_1
430,430,3.0,Gravelines,02/08/2013,01/10/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-326,Gravelines_3
431,431,2.0,Chooz,15/08/2013,09/10/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-222,Chooz_2
432,432,2.0,Saint-Laurent-des-Eaux,22/02/2013,02/09/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-troisieme-visite-decennale-du-reacteur-n-23,Saint-Laurent-des-Eaux_2
433,433,3.0,Tricastin,14/06/2013,23/07/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-358,Tricastin_3
434,434,3.0,Blayais,18/07/2013,04/09/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-3-de-la-centrale-nucleaire-de-Blayais-Gironde,Blayais_3
435,435,3.0,Cruas-Meysse,02/08/2013,10/09/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-320,Cruas-Meysse_3
436,436,1.0,Golfech,26/07/2013,04/09/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-142,Golfech_1
437,437,1.0,Cruas-Meysse,27/05/2013,31/07/2013,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-126,Cruas-Meysse_1
